0,e29e422c743a3d39a45c2bf777cc7091,1447833945
1,c0cefffdc4f2cb23c01fdd0257ffc82d,1447931155
2,77a5bb1f382cfa168f53e870bf7dc96b,1447867326
3,a0d92aa0cc44c61ac2c2592e6ed702d2,1447876751
4,664c68013188241c5ad641830e09c55f,1447890664
5,76b4353b159332f0c99383138bd4b1fa,1448086651
6,0986961d0f357230ecf92551f91d9af9,1447764017
7,f16421784c5bd2ddf23fd67cfc1e37be,1447933314
8,407af8546181e95cc72aa378dca92685,1447867286
9,6a3a6d33a36c6b5c6f30a1373dcc098f,1447864152
10,bfc8dc4c0627360fc763fb33da451b5a,1448103933
11,1c59ea19210ad2743737bc56e887bcda,1448062794
12,a79e8d42672c644a800873f1d99997f7,1447760946
13,648843265b6ac43718486fdba9703b1a,1447838061
14,acf7c7f02d7356945c56351cc5ca7c81,1447868025
15,3d1a8c8aff661bcded3cf35e81db2f9f,1447860997
16,b34aff8b88ac8d311eff79bd777e2727,1447836030
17,6cd87e92d8619fca44e5fce4e843fc5d,1447866150
18,bc1b74877557469f077f80eb8ac73890,1447836036
19,4ed47884a0b1c3d2ebef08c8dfb6073c,1447862039
5,3da47c9b2850210896815ed9cf2be722,1448086651
20,c0379ec64155625d8800a5a70bf215b0,1447861420
21,a3417b6dc82d1b3988f7e19a745c515d,1447765357
22,206e94b8aef226fb4eba9a061085b00b,1447933131
23,de0046105cd426bc72c1427659836ded,1447856049
24,b9aa8d6492dd2e70bccdbc8f3b8275d7,1447861286
25,d1e4fb3322ed1367332700d726d3456f,1447760819
26,108f9bb6e8d60914d34c7102c11ed157,1447892668
27,0e0cb825e3fcfde857071faba09cf489,1447907142
28,4e8e39f13151e03fcf9b4dcffb6f03cd,1447843662
29,cb9f2b7ec1aeaf2ff2ce9b5e06b72d2a,1447836560
30,eec419dab9dd36e984fd38a969e15766,1447862537
31,725744f4c85f87816197d490eda7a539,1447841972
32,63361c05b295746e2f624e23a17cc189,1447863660
33,13cccf85653b982d976c4b982345297f,1447869878
34,f9320439ed074dcd6007deeef05ce6df,1447760570
35,9a6d48181b147485292a290bbc5e214a,1448065932
36,c6ff768f4a8176851b6fdce99adfeb09,1447866943
37,9731e8fc12301b111c582296b86cd29b,1447856540
38,f5d6531a7358fa6fe73b57e2da1bb6ad,1447871921
39,67ae9c909b205eb1233790712af1c5bd,1447869631
40,1fee518ab8cc37816342717741a13712,1447834418
41,9fb347a74847c5701d5fe711a82f0d1d,1448102261
42,50840f72bafc796926ad72857f0c394c,1448102175
43,840f6dd5dff35db1a468de97e8ee3f6f,1447863485
44,70d3b2cdf8c3ce2513783d35ecda212f,1447762808
45,e01058ec7baab7f29c56f950bfcf6855,1448065347
46,17433e08441e30b0f98db0615f082052,1447760234
47,6b93d2f45dd17a0d2e41756d59c8810d,1447765196
48,7badf194945c3f9f6c67e79deaa6fb62,1447843412
49,6a71a68f5d12f4e9a56da3bd8d81dd4b,1447848824
50,58b53a048fddfdb07928136f26401062,1447861247
51,d1bea572bd3bf1b7df0c73ea407f419d,1447832809
52,556f44e0031d2dc510cf8b2b09abee35,1447856242
53,5e9952599d885f8f3355827a80623146,1448051015
54,933ee884d7b8aa4947d2f5f8f3a70711,1447765812
55,e1377d088d46cf2c50afdb6204098cef,1447834822
56,697de4cbc1c9f320e68a79ee397c57de,1447830809
57,4a9f87e12df7a904daefcc88909f6703,1447844833
58,d05d9d625246cef38c8a1ec8eac43571,1447850307
59,729c332fe845e4c7866a3d45682c9400,1447861424
60,f247b89b15a3bd3a183a6e55c6f65891,1447833436
61,199f56f99dbc34edca77b7681e14c8d6,1447762821
62,b0358db3705c516e76c3d9c1faf319db,1447872548
63,4ff8b2a19b7c5a2b0b0b432618b61afe,1447871207
64,2b7ba2c7d33f9b670d5ba7bd91f96406,1448108528
65,50bfe822f87c5698e1991636ca2a2f9c,1447871251
66,c5744a1194214891c267c6d9203c4eb8,1447863657
67,58a09430c2537de47072d1f4b14da6bb,1447855948
68,e5d421c9d316ce8b90fe9062fc1220cb,1447862568
69,b5dced2aed3a7d009116866e63aff585,1447840458
